Strain ID	PseudoCAP version	Full organism name	Species	Strain	Number of genes	Assembly level	Biosample accession	Host taxonomic name	Host common name	Host taxonomy ID	Host NCBI taxonomy record	Assembly name	Refseq assembly accession	Number of scaffolds	Scaffold N50	Contig count	Contig N50	Download URL root	Genomic DNA fasta - file name	ORF DNA fasta - file name	Intergenic DNA (fasta) - file name	Amonio acid sequences (fasta) - file name	Tab-delimited annotations - file name	CSV format annotations - file name	GBK format annotations - file name	EMBL format annotations - file name	GFF3 annotations - file name	GFF3 annotations + genomic DNA sequence - file name	GTF format annotations (genes) - file name	GTF format annotations (genes and intergenic) - file name
2001	pgd_r_15_2	Pseudomonas aeruginosa DHS01	Pseudomonas aeruginosa	DHS01	6610	Contig	SAMN02383553	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	Assembly DHS01 of Sep 2013	GCF_000496455.1			106	159116	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_DHS01_2001	Pseudomonas_aeruginosa_DHS01_2001.fna	Pseudomonas_aeruginosa_DHS01_2001.ffn	Pseudomonas_aeruginosa_DHS01_2001_intergenic.fasta	Pseudomonas_aeruginosa_DHS01_2001.faa	Pseudomonas_aeruginosa_DHS01_2001.txt	Pseudomonas_aeruginosa_DHS01_2001.csv	Pseudomonas_aeruginosa_DHS01_2001.gbk	Pseudomonas_aeruginosa_DHS01_2001.embl	Pseudomonas_aeruginosa_DHS01_2001.gff	Pseudomonas_aeruginosa_DHS01_2001_seq.gff	Pseudomonas_aeruginosa_DHS01_2001.gtf	Pseudomonas_aeruginosa_DHS01_2001_genes_and_intergenic.gtf
2482	pgd_r_15_2	Pseudomonas aeruginosa AES-1R	Pseudomonas aeruginosa	AES-1R	6624	Contig	SAMN02471202	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM22002v2	GCF_000220025.1			1783	5915	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AES-1R_2482	Pseudomonas_aeruginosa_AES-1R_2482.fna	Pseudomonas_aeruginosa_AES-1R_2482.ffn	Pseudomonas_aeruginosa_AES-1R_2482_intergenic.fasta	Pseudomonas_aeruginosa_AES-1R_2482.faa	Pseudomonas_aeruginosa_AES-1R_2482.txt	Pseudomonas_aeruginosa_AES-1R_2482.csv	Pseudomonas_aeruginosa_AES-1R_2482.gbk	Pseudomonas_aeruginosa_AES-1R_2482.embl	Pseudomonas_aeruginosa_AES-1R_2482.gff	Pseudomonas_aeruginosa_AES-1R_2482_seq.gff	Pseudomonas_aeruginosa_AES-1R_2482.gtf	Pseudomonas_aeruginosa_AES-1R_2482_genes_and_intergenic.gtf
2483	pgd_r_15_2	Pseudomonas aeruginosa str. C 1334	Pseudomonas aeruginosa	C 1334	5961	Contig	SAMN02142558	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	C 1334	GCF_000412295.1			669	39478	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_C_1334_2483	Pseudomonas_aeruginosa_C_1334_2483.fna	Pseudomonas_aeruginosa_C_1334_2483.ffn	Pseudomonas_aeruginosa_C_1334_2483_intergenic.fasta	Pseudomonas_aeruginosa_C_1334_2483.faa	Pseudomonas_aeruginosa_C_1334_2483.txt	Pseudomonas_aeruginosa_C_1334_2483.csv	Pseudomonas_aeruginosa_C_1334_2483.gbk	Pseudomonas_aeruginosa_C_1334_2483.embl	Pseudomonas_aeruginosa_C_1334_2483.gff	Pseudomonas_aeruginosa_C_1334_2483_seq.gff	Pseudomonas_aeruginosa_C_1334_2483.gtf	Pseudomonas_aeruginosa_C_1334_2483_genes_and_intergenic.gtf
2484	pgd_r_15_2	Pseudomonas aeruginosa str. C 763	Pseudomonas aeruginosa	C 763	6600	Contig	SAMN02142557	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	C 763	GCF_000412355.1			844	34710	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_C_763_2484	Pseudomonas_aeruginosa_C_763_2484.fna	Pseudomonas_aeruginosa_C_763_2484.ffn	Pseudomonas_aeruginosa_C_763_2484_intergenic.fasta	Pseudomonas_aeruginosa_C_763_2484.faa	Pseudomonas_aeruginosa_C_763_2484.txt	Pseudomonas_aeruginosa_C_763_2484.csv	Pseudomonas_aeruginosa_C_763_2484.gbk	Pseudomonas_aeruginosa_C_763_2484.embl	Pseudomonas_aeruginosa_C_763_2484.gff	Pseudomonas_aeruginosa_C_763_2484_seq.gff	Pseudomonas_aeruginosa_C_763_2484.gtf	Pseudomonas_aeruginosa_C_763_2484_genes_and_intergenic.gtf
2485	pgd_r_15_2	Pseudomonas aeruginosa str. MSH 3	Pseudomonas aeruginosa	MSH 3	6158	Contig	SAMN02142565					MSH 3	GCF_000412375.1			1240	22718	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_MSH_3_2485	Pseudomonas_aeruginosa_MSH_3_2485.fna	Pseudomonas_aeruginosa_MSH_3_2485.ffn	Pseudomonas_aeruginosa_MSH_3_2485_intergenic.fasta	Pseudomonas_aeruginosa_MSH_3_2485.faa	Pseudomonas_aeruginosa_MSH_3_2485.txt	Pseudomonas_aeruginosa_MSH_3_2485.csv	Pseudomonas_aeruginosa_MSH_3_2485.gbk	Pseudomonas_aeruginosa_MSH_3_2485.embl	Pseudomonas_aeruginosa_MSH_3_2485.gff	Pseudomonas_aeruginosa_MSH_3_2485_seq.gff	Pseudomonas_aeruginosa_MSH_3_2485.gtf	Pseudomonas_aeruginosa_MSH_3_2485_genes_and_intergenic.gtf
2486	pgd_r_15_2	Pseudomonas aeruginosa str. E2UoS	Pseudomonas aeruginosa	E2UoS	6191	Contig	SAMN02142567					E 2	GCF_000412395.1			341	52486	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_E2UoS_2486	Pseudomonas_aeruginosa_E2UoS_2486.fna	Pseudomonas_aeruginosa_E2UoS_2486.ffn	Pseudomonas_aeruginosa_E2UoS_2486_intergenic.fasta	Pseudomonas_aeruginosa_E2UoS_2486.faa	Pseudomonas_aeruginosa_E2UoS_2486.txt	Pseudomonas_aeruginosa_E2UoS_2486.csv	Pseudomonas_aeruginosa_E2UoS_2486.gbk	Pseudomonas_aeruginosa_E2UoS_2486.embl	Pseudomonas_aeruginosa_E2UoS_2486.gff	Pseudomonas_aeruginosa_E2UoS_2486_seq.gff	Pseudomonas_aeruginosa_E2UoS_2486.gtf	Pseudomonas_aeruginosa_E2UoS_2486_genes_and_intergenic.gtf
2487	pgd_r_15_2	Pseudomonas aeruginosa str. PA 62	Pseudomonas aeruginosa	PA 62	6046	Contig	SAMN02142568					PA 62	GCF_000412415.1			648	38142	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_PA_62_2487	Pseudomonas_aeruginosa_PA_62_2487.fna	Pseudomonas_aeruginosa_PA_62_2487.ffn	Pseudomonas_aeruginosa_PA_62_2487_intergenic.fasta	Pseudomonas_aeruginosa_PA_62_2487.faa	Pseudomonas_aeruginosa_PA_62_2487.txt	Pseudomonas_aeruginosa_PA_62_2487.csv	Pseudomonas_aeruginosa_PA_62_2487.gbk	Pseudomonas_aeruginosa_PA_62_2487.embl	Pseudomonas_aeruginosa_PA_62_2487.gff	Pseudomonas_aeruginosa_PA_62_2487_seq.gff	Pseudomonas_aeruginosa_PA_62_2487.gtf	Pseudomonas_aeruginosa_PA_62_2487_genes_and_intergenic.gtf
2488	pgd_r_15_2	Pseudomonas aeruginosa str. MSH 10	Pseudomonas aeruginosa	MSH 10	6060	Contig	SAMN02142566					MSH 10	GCF_000412435.1			943	34532	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_MSH_10_2488	Pseudomonas_aeruginosa_MSH_10_2488.fna	Pseudomonas_aeruginosa_MSH_10_2488.ffn	Pseudomonas_aeruginosa_MSH_10_2488_intergenic.fasta	Pseudomonas_aeruginosa_MSH_10_2488.faa	Pseudomonas_aeruginosa_MSH_10_2488.txt	Pseudomonas_aeruginosa_MSH_10_2488.csv	Pseudomonas_aeruginosa_MSH_10_2488.gbk	Pseudomonas_aeruginosa_MSH_10_2488.embl	Pseudomonas_aeruginosa_MSH_10_2488.gff	Pseudomonas_aeruginosa_MSH_10_2488_seq.gff	Pseudomonas_aeruginosa_MSH_10_2488.gtf	Pseudomonas_aeruginosa_MSH_10_2488_genes_and_intergenic.gtf
2489	pgd_r_15_2	Pseudomonas aeruginosa str. PA 17	Pseudomonas aeruginosa	PA 17	6014	Contig	SAMN02142563	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	PA 17	GCF_000412455.1			1245	21489	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_PA_17_2489	Pseudomonas_aeruginosa_PA_17_2489.fna	Pseudomonas_aeruginosa_PA_17_2489.ffn	Pseudomonas_aeruginosa_PA_17_2489_intergenic.fasta	Pseudomonas_aeruginosa_PA_17_2489.faa	Pseudomonas_aeruginosa_PA_17_2489.txt	Pseudomonas_aeruginosa_PA_17_2489.csv	Pseudomonas_aeruginosa_PA_17_2489.gbk	Pseudomonas_aeruginosa_PA_17_2489.embl	Pseudomonas_aeruginosa_PA_17_2489.gff	Pseudomonas_aeruginosa_PA_17_2489_seq.gff	Pseudomonas_aeruginosa_PA_17_2489.gtf	Pseudomonas_aeruginosa_PA_17_2489_genes_and_intergenic.gtf
2490	pgd_r_15_2	Pseudomonas aeruginosa str. J 1532	Pseudomonas aeruginosa	J 1532	6489	Contig	SAMN02142562	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM41247v1	GCF_000412475.1			2544	7564	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_J_1532_2490	Pseudomonas_aeruginosa_J_1532_2490.fna	Pseudomonas_aeruginosa_J_1532_2490.ffn	Pseudomonas_aeruginosa_J_1532_2490_intergenic.fasta	Pseudomonas_aeruginosa_J_1532_2490.faa	Pseudomonas_aeruginosa_J_1532_2490.txt	Pseudomonas_aeruginosa_J_1532_2490.csv	Pseudomonas_aeruginosa_J_1532_2490.gbk	Pseudomonas_aeruginosa_J_1532_2490.embl	Pseudomonas_aeruginosa_J_1532_2490.gff	Pseudomonas_aeruginosa_J_1532_2490_seq.gff	Pseudomonas_aeruginosa_J_1532_2490.gtf	Pseudomonas_aeruginosa_J_1532_2490_genes_and_intergenic.gtf
2491	pgd_r_15_2	Pseudomonas aeruginosa str. PA 17SCV	Pseudomonas aeruginosa	PA 17(small_colony_variant)	6180	Contig	SAMN02142564	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	PA 17 SmallColonyVariant	GCF_000412495.1			1853	11963	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491.fna	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491.ffn	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491_intergenic.fasta	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491.faa	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491.txt	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491.csv	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491.gbk	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491.embl	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491.gff	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491_seq.gff	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491.gtf	Pseudomonas_aeruginosa_PA_17_small_colony_variant__2491_genes_and_intergenic.gtf
2492	pgd_r_15_2	Pseudomonas aeruginosa str. J 1385	Pseudomonas aeruginosa	J 1385	6639	Contig	SAMN02142561	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	J 1385	GCF_000412515.1			2516	8235	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_J_1385_2492	Pseudomonas_aeruginosa_J_1385_2492.fna	Pseudomonas_aeruginosa_J_1385_2492.ffn	Pseudomonas_aeruginosa_J_1385_2492_intergenic.fasta	Pseudomonas_aeruginosa_J_1385_2492.faa	Pseudomonas_aeruginosa_J_1385_2492.txt	Pseudomonas_aeruginosa_J_1385_2492.csv	Pseudomonas_aeruginosa_J_1385_2492.gbk	Pseudomonas_aeruginosa_J_1385_2492.embl	Pseudomonas_aeruginosa_J_1385_2492.gff	Pseudomonas_aeruginosa_J_1385_2492_seq.gff	Pseudomonas_aeruginosa_J_1385_2492.gtf	Pseudomonas_aeruginosa_J_1385_2492_genes_and_intergenic.gtf
2493	pgd_r_15_2	Pseudomonas aeruginosa str. C 1433	Pseudomonas aeruginosa	C 1433	6186	Contig	SAMN02142560	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	C 1433	GCF_000412535.1			2020	9707	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_C_1433_2493	Pseudomonas_aeruginosa_C_1433_2493.fna	Pseudomonas_aeruginosa_C_1433_2493.ffn	Pseudomonas_aeruginosa_C_1433_2493_intergenic.fasta	Pseudomonas_aeruginosa_C_1433_2493.faa	Pseudomonas_aeruginosa_C_1433_2493.txt	Pseudomonas_aeruginosa_C_1433_2493.csv	Pseudomonas_aeruginosa_C_1433_2493.gbk	Pseudomonas_aeruginosa_C_1433_2493.embl	Pseudomonas_aeruginosa_C_1433_2493.gff	Pseudomonas_aeruginosa_C_1433_2493_seq.gff	Pseudomonas_aeruginosa_C_1433_2493.gtf	Pseudomonas_aeruginosa_C_1433_2493_genes_and_intergenic.gtf
2494	pgd_r_15_2	Pseudomonas aeruginosa str. C 1426	Pseudomonas aeruginosa	C 1426	5989	Contig	SAMN02142559	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	C 1426	GCF_000412555.1			421	68372	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_C_1426_2494	Pseudomonas_aeruginosa_C_1426_2494.fna	Pseudomonas_aeruginosa_C_1426_2494.ffn	Pseudomonas_aeruginosa_C_1426_2494_intergenic.fasta	Pseudomonas_aeruginosa_C_1426_2494.faa	Pseudomonas_aeruginosa_C_1426_2494.txt	Pseudomonas_aeruginosa_C_1426_2494.csv	Pseudomonas_aeruginosa_C_1426_2494.gbk	Pseudomonas_aeruginosa_C_1426_2494.embl	Pseudomonas_aeruginosa_C_1426_2494.gff	Pseudomonas_aeruginosa_C_1426_2494_seq.gff	Pseudomonas_aeruginosa_C_1426_2494.gtf	Pseudomonas_aeruginosa_C_1426_2494_genes_and_intergenic.gtf
2495	pgd_r_15_2	Pseudomonas aeruginosa PAO1-CipR	Pseudomonas aeruginosa	PAO1-CipR	6147	Contig	SAMN02469402					Resistant_454AllContigs	GCF_000414255.1			1677	6740	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_PAO1-CipR_2495	Pseudomonas_aeruginosa_PAO1-CipR_2495.fna	Pseudomonas_aeruginosa_PAO1-CipR_2495.ffn	Pseudomonas_aeruginosa_PAO1-CipR_2495_intergenic.fasta	Pseudomonas_aeruginosa_PAO1-CipR_2495.faa	Pseudomonas_aeruginosa_PAO1-CipR_2495.txt	Pseudomonas_aeruginosa_PAO1-CipR_2495.csv	Pseudomonas_aeruginosa_PAO1-CipR_2495.gbk	Pseudomonas_aeruginosa_PAO1-CipR_2495.embl	Pseudomonas_aeruginosa_PAO1-CipR_2495.gff	Pseudomonas_aeruginosa_PAO1-CipR_2495_seq.gff	Pseudomonas_aeruginosa_PAO1-CipR_2495.gtf	Pseudomonas_aeruginosa_PAO1-CipR_2495_genes_and_intergenic.gtf
2496	pgd_r_15_2	Pseudomonas aeruginosa PAO1 - Assembly GCF_000414275.1	Pseudomonas aeruginosa	PAO1	6013	Contig	SAMN02469398					Wild_Type_454AllContigs	GCF_000414275.1			843	15831	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_PAO1_2496	Pseudomonas_aeruginosa_PAO1_2496.fna	Pseudomonas_aeruginosa_PAO1_2496.ffn	Pseudomonas_aeruginosa_PAO1_2496_intergenic.fasta	Pseudomonas_aeruginosa_PAO1_2496.faa	Pseudomonas_aeruginosa_PAO1_2496.txt	Pseudomonas_aeruginosa_PAO1_2496.csv	Pseudomonas_aeruginosa_PAO1_2496.gbk	Pseudomonas_aeruginosa_PAO1_2496.embl	Pseudomonas_aeruginosa_PAO1_2496.gff	Pseudomonas_aeruginosa_PAO1_2496_seq.gff	Pseudomonas_aeruginosa_PAO1_2496.gtf	Pseudomonas_aeruginosa_PAO1_2496_genes_and_intergenic.gtf
2497	pgd_r_15_2	Pseudomonas aeruginosa JD303	Pseudomonas aeruginosa	JD303	6523	Contig	SAMN02360632					JD303.contigs	GCF_000505885.1			2002	5261	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_JD303_2497	Pseudomonas_aeruginosa_JD303_2497.fna	Pseudomonas_aeruginosa_JD303_2497.ffn	Pseudomonas_aeruginosa_JD303_2497_intergenic.fasta	Pseudomonas_aeruginosa_JD303_2497.faa	Pseudomonas_aeruginosa_JD303_2497.txt	Pseudomonas_aeruginosa_JD303_2497.csv	Pseudomonas_aeruginosa_JD303_2497.gbk	Pseudomonas_aeruginosa_JD303_2497.embl	Pseudomonas_aeruginosa_JD303_2497.gff	Pseudomonas_aeruginosa_JD303_2497_seq.gff	Pseudomonas_aeruginosa_JD303_2497.gtf	Pseudomonas_aeruginosa_JD303_2497_genes_and_intergenic.gtf
2498	pgd_r_15_2	Pseudomonas aeruginosa JD318	Pseudomonas aeruginosa	JD318	6406	Contig	SAMN02360642					JD318.contigs	GCF_000506005.1			2028	5416	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_JD318_2498	Pseudomonas_aeruginosa_JD318_2498.fna	Pseudomonas_aeruginosa_JD318_2498.ffn	Pseudomonas_aeruginosa_JD318_2498_intergenic.fasta	Pseudomonas_aeruginosa_JD318_2498.faa	Pseudomonas_aeruginosa_JD318_2498.txt	Pseudomonas_aeruginosa_JD318_2498.csv	Pseudomonas_aeruginosa_JD318_2498.gbk	Pseudomonas_aeruginosa_JD318_2498.embl	Pseudomonas_aeruginosa_JD318_2498.gff	Pseudomonas_aeruginosa_JD318_2498_seq.gff	Pseudomonas_aeruginosa_JD318_2498.gtf	Pseudomonas_aeruginosa_JD318_2498_genes_and_intergenic.gtf
2499	pgd_r_15_2	Pseudomonas aeruginosa PS42	Pseudomonas aeruginosa	PS42	7008	Scaffold	SAMN02360753	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	Pseu_aeru_PS42_V1	GCF_000520195.1	19	1099866	65	387164	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_PS42_2499	Pseudomonas_aeruginosa_PS42_2499.fna	Pseudomonas_aeruginosa_PS42_2499.ffn	Pseudomonas_aeruginosa_PS42_2499_intergenic.fasta	Pseudomonas_aeruginosa_PS42_2499.faa	Pseudomonas_aeruginosa_PS42_2499.txt	Pseudomonas_aeruginosa_PS42_2499.csv	Pseudomonas_aeruginosa_PS42_2499.gbk	Pseudomonas_aeruginosa_PS42_2499.embl	Pseudomonas_aeruginosa_PS42_2499.gff	Pseudomonas_aeruginosa_PS42_2499_seq.gff	Pseudomonas_aeruginosa_PS42_2499.gtf	Pseudomonas_aeruginosa_PS42_2499_genes_and_intergenic.gtf
2500	pgd_r_15_2	Pseudomonas aeruginosa BWHPSA037	Pseudomonas aeruginosa	BWHPSA037	6728	Scaffold	SAMN02360701	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	Pseu_aeru_BWHPSA037_V1	GCF_000520455.1	29	559146	51	401385	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_BWHPSA037_2500	Pseudomonas_aeruginosa_BWHPSA037_2500.fna	Pseudomonas_aeruginosa_BWHPSA037_2500.ffn	Pseudomonas_aeruginosa_BWHPSA037_2500_intergenic.fasta	Pseudomonas_aeruginosa_BWHPSA037_2500.faa	Pseudomonas_aeruginosa_BWHPSA037_2500.txt	Pseudomonas_aeruginosa_BWHPSA037_2500.csv	Pseudomonas_aeruginosa_BWHPSA037_2500.gbk	Pseudomonas_aeruginosa_BWHPSA037_2500.embl	Pseudomonas_aeruginosa_BWHPSA037_2500.gff	Pseudomonas_aeruginosa_BWHPSA037_2500_seq.gff	Pseudomonas_aeruginosa_BWHPSA037_2500.gtf	Pseudomonas_aeruginosa_BWHPSA037_2500_genes_and_intergenic.gtf
2501	pgd_r_15_2	Pseudomonas aeruginosa YL84	Pseudomonas aeruginosa	YL84	5908	Complete Genome	SAMN02641599					ASM52459v1	GCF_000524595.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_YL84_2501	Pseudomonas_aeruginosa_YL84_2501.fna	Pseudomonas_aeruginosa_YL84_2501.ffn	Pseudomonas_aeruginosa_YL84_2501_intergenic.fasta	Pseudomonas_aeruginosa_YL84_2501.faa	Pseudomonas_aeruginosa_YL84_2501.txt	Pseudomonas_aeruginosa_YL84_2501.csv	Pseudomonas_aeruginosa_YL84_2501.gbk	Pseudomonas_aeruginosa_YL84_2501.embl	Pseudomonas_aeruginosa_YL84_2501.gff	Pseudomonas_aeruginosa_YL84_2501_seq.gff	Pseudomonas_aeruginosa_YL84_2501.gtf	Pseudomonas_aeruginosa_YL84_2501_genes_and_intergenic.gtf
2502	pgd_r_15_2	Pseudomonas aeruginosa LESlike1	Pseudomonas aeruginosa	LESlike1	6032	Chromosome	SAMN03081519	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM58397v1	GCF_000583975.1			5	1516505	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_LESlike1_2502	Pseudomonas_aeruginosa_LESlike1_2502.fna	Pseudomonas_aeruginosa_LESlike1_2502.ffn	Pseudomonas_aeruginosa_LESlike1_2502_intergenic.fasta	Pseudomonas_aeruginosa_LESlike1_2502.faa	Pseudomonas_aeruginosa_LESlike1_2502.txt	Pseudomonas_aeruginosa_LESlike1_2502.csv	Pseudomonas_aeruginosa_LESlike1_2502.gbk	Pseudomonas_aeruginosa_LESlike1_2502.embl	Pseudomonas_aeruginosa_LESlike1_2502.gff	Pseudomonas_aeruginosa_LESlike1_2502_seq.gff	Pseudomonas_aeruginosa_LESlike1_2502.gtf	Pseudomonas_aeruginosa_LESlike1_2502_genes_and_intergenic.gtf
2503	pgd_r_15_2	Pseudomonas aeruginosa PA96	Pseudomonas aeruginosa	PA96	6456	Chromosome	SAMN03081533					ASM62665v2	GCF_000626655.1			4	3523447	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_PA96_2503	Pseudomonas_aeruginosa_PA96_2503.fna	Pseudomonas_aeruginosa_PA96_2503.ffn	Pseudomonas_aeruginosa_PA96_2503_intergenic.fasta	Pseudomonas_aeruginosa_PA96_2503.faa	Pseudomonas_aeruginosa_PA96_2503.txt	Pseudomonas_aeruginosa_PA96_2503.csv	Pseudomonas_aeruginosa_PA96_2503.gbk	Pseudomonas_aeruginosa_PA96_2503.embl	Pseudomonas_aeruginosa_PA96_2503.gff	Pseudomonas_aeruginosa_PA96_2503_seq.gff	Pseudomonas_aeruginosa_PA96_2503.gtf	Pseudomonas_aeruginosa_PA96_2503_genes_and_intergenic.gtf
2504	pgd_r_15_2	Pseudomonas aeruginosa ID4365	Pseudomonas aeruginosa	ID4365	6290	Contig	SAMN02732281					PseAerID4365_1.0	GCF_000647615.1			172	92819	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_ID4365_2504	Pseudomonas_aeruginosa_ID4365_2504.fna	Pseudomonas_aeruginosa_ID4365_2504.ffn	Pseudomonas_aeruginosa_ID4365_2504_intergenic.fasta	Pseudomonas_aeruginosa_ID4365_2504.faa	Pseudomonas_aeruginosa_ID4365_2504.txt	Pseudomonas_aeruginosa_ID4365_2504.csv	Pseudomonas_aeruginosa_ID4365_2504.gbk	Pseudomonas_aeruginosa_ID4365_2504.embl	Pseudomonas_aeruginosa_ID4365_2504.gff	Pseudomonas_aeruginosa_ID4365_2504_seq.gff	Pseudomonas_aeruginosa_ID4365_2504.gtf	Pseudomonas_aeruginosa_ID4365_2504_genes_and_intergenic.gtf
2505	pgd_r_15_2	Pseudomonas aeruginosa PA_ST235	Pseudomonas aeruginosa	PA_ST235	6506	Contig	SAMN02738247	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	PA_ST235 v.05	GCF_000737795.1			123	191815	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_PA_ST235_2505	Pseudomonas_aeruginosa_PA_ST235_2505.fna	Pseudomonas_aeruginosa_PA_ST235_2505.ffn	Pseudomonas_aeruginosa_PA_ST235_2505_intergenic.fasta	Pseudomonas_aeruginosa_PA_ST235_2505.faa	Pseudomonas_aeruginosa_PA_ST235_2505.txt	Pseudomonas_aeruginosa_PA_ST235_2505.csv	Pseudomonas_aeruginosa_PA_ST235_2505.gbk	Pseudomonas_aeruginosa_PA_ST235_2505.embl	Pseudomonas_aeruginosa_PA_ST235_2505.gff	Pseudomonas_aeruginosa_PA_ST235_2505_seq.gff	Pseudomonas_aeruginosa_PA_ST235_2505.gtf	Pseudomonas_aeruginosa_PA_ST235_2505_genes_and_intergenic.gtf
2506	pgd_r_15_2	Pseudomonas aeruginosa PSE305	Pseudomonas aeruginosa	PSE305	6299	Chromosome	SAMEA3139100	Ovis aries	sheep	9940	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9940	PSE305	GCF_000750905.1			144	109580	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_PSE305_2506	Pseudomonas_aeruginosa_PSE305_2506.fna	Pseudomonas_aeruginosa_PSE305_2506.ffn	Pseudomonas_aeruginosa_PSE305_2506_intergenic.fasta	Pseudomonas_aeruginosa_PSE305_2506.faa	Pseudomonas_aeruginosa_PSE305_2506.txt	Pseudomonas_aeruginosa_PSE305_2506.csv	Pseudomonas_aeruginosa_PSE305_2506.gbk	Pseudomonas_aeruginosa_PSE305_2506.embl	Pseudomonas_aeruginosa_PSE305_2506.gff	Pseudomonas_aeruginosa_PSE305_2506_seq.gff	Pseudomonas_aeruginosa_PSE305_2506.gtf	Pseudomonas_aeruginosa_PSE305_2506_genes_and_intergenic.gtf
